pitch,roll,yaw,Ax,Ay,Az,Gx,Gy,Gz
9.088193323145394,12.40528322212771,-80.79212530887851,523,119,16552,0,-2,2
9.045232287948588,12.134921964999375,-79.7208672431807,507,124,16589,2,-1,1
9.143632071307245,11.923698182777825,-78.59568445965914,516,133,16590,2,-1,1
9.19988526274992,11.70876503397653,-77.4681029494147,510,129,16572,1,-1,0
9.28064122901449,11.49382376948605,-76.35818526344212,489,124,16574,1,0,1
9.347695085755987,11.274288288223444,-75.19625795953434,535,126,16572,1,-1,2
9.52767085701141,11.108645418198833,-73.9830454905439,529,143,16595,1,0,0
9.58017248718683,10.898524759234677,-72.80385152070376,516,127,16598,0,1,0
9.60947796438833,10.651959554538324,-71.6493152540482,519,133,16599,-1,0,0
9.637778994589025,10.41481232822795,-70.48903231015292,501,141,16596,1,0,1
9.607435299461963,10.125978369844328,-69.3791503083701,508,129,16574,3,0,1
9.646847550645537,9.876440414703481,-68.23805452617498,511,130,16586,-1,1,1
9.62780683287775,9.614825942263792,-67.08255788048768,517,136,16592,1,0,1
9.697046014210118,9.386971551275193,-65.87346222145648,532,148,16589,0,-1,0
9.706728684423997,9.12003762321231,-64.72512032635774,513,149,16548,1,-1,1
9.762384608985005,8.882065083820464,-63.54057430618808,525,132,16605,2,0,2
9.793004255673983,8.631602818829847,-62.36866838026781,525,133,16588,0,-1,0
9.777504110882228,8.370649740272938,-61.196826954819805,525,140,16594,1,1,1
9.763403148457826,8.124478897235187,-60.01068620672381,514,131,16576,0,0,2
9.687547469758913,7.841298419329795,-58.87913768633976,509,132,16567,1,0,0
9.75585159518352,7.623058134174263,-57.65368009151405,527,135,16592,2,0,-1
9.671527979890582,7.32031416535529,-56.53014483688046,520,150,16592,2,-2,1
9.504860685200052,6.994768048533744,-55.43014932270669,534,128,16593,0,0,0
9.42539727251535,6.714065077968487,-54.307698253225375,526,136,16574,1,0,1
9.344055301648769,6.4313064167986544,-53.21982185033903,518,133,16589,2,-2,2
9.30143854581208,6.180360139587741,-52.12487694499641,511,124,16594,2,0,3
9.298231332065402,5.952523020478542,-50.99566034260571,512,137,16593,1,-2,0
9.233297545482985,5.68276341624352,-49.93813136558319,521,142,16589,2,-1,0
9.184894496522197,5.431631984170584,-48.86254698121678,526,133,16559,1,-1,1
9.068209886579327,5.180935866703122,-47.82067769766814,504,136,16585,0,0,0
8.94883113975726,4.9362797744878435,-46.802561184521416,498,120,16606,2,-1,0
8.872249576533202,4.6954558933511175,-45.78099438206977,508,139,16551,1,-2,2
8.855766672097168,4.499980042351078,-44.69233402469785,508,136,16584,2,0,1
8.710284327372706,4.229941491058316,-43.71999739653229,529,134,16592,1,-1,1
8.588385385658787,3.9986167783059883,-42.74558058596247,510,129,16585,1,0,0
